OBJECTID,ENABLED,ASSETID,SERVICEID,PIPE_ID,CLASS,PIPE_SUBTYPE,UP_STRUCT,DN_STRUCT,PIPE_LABEL,REMARKS,ENG_DIST,BASIN,UP_INV,DN_INV,PIPE_LENG,SLOPE_PCT,PIPE_SIZE,PIPE_WIDTH,PIPE_MAT,PIPE_SHAPE,REHAB,STREET,BLOCK,LINER,C_SLOPE,C_UP_INV,C_DN_INV,C_PIPE_LEN,UP_STA_100,UP_STA_PLS,DN_STA_100,DN_STA_PLS,YEAR_INST,NO_LAT,GRV_FM,EASEMENT,PIPE_STATUS,COMMENTS,WYE_CON,MON_INST,PLAN1,PLAN2,PROF,WYEMAP,HR_VER,PCT_ENTRY,WYE_MAT,WYE_DIAM,WYE_LENG,WYE_UPDATE,EST_UPINV,EST_DNINV,EST_MATL,LINER_DATE,EST_YEAR,EST_YR_LEV,SLOPE2,V_CURVE,PCT_ENTRY2,CAPACITY,SYSTEM,TRTMNT_LOC,OWNER,CRTN_DT,LAST_UPDATE,USER_ID,VDATUM,UP_MH,DN_MH,SAN_PIPE_ID,LAYER,Shape_Length,TOOLTIP,NLA_URL,CLASS_DESC,ENG_DIST_DESC,REHAB_DESC,GRV_FM_DESC,HR_VER_DESC,SYSTEM_DESC,TRTMNT_LOC_DESC,OWNER_DESC,MATERIAL_DESCRIPTION,PIPE_SUBTYPE_DESC,PIPE_STATUS_DESC
911,True,240813,,4921014949210178A,Major Outfall or Interceptor,1,49210149,49210178,A, ,West LA,H02,148.5,146.53,304.8,0.0065,30,0,B/C,Semi Elliptical,No,SWEETZER AVE,300,,NO, ,N,N,15,6.43,12,1.68,1924,8,Gravity,No,F,L.C.I.S.,0,10,29460,,20672,5456-4,Horizontal,No,CON,0,304.799988,Y,N,N,N,,Y,1,,No,,39.20561,La Cienega Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,49210149,49210178,4921014949210178A,1,112.606826,OUTFALL PIPES BY SIZE \nPipe ID: 4921014949210178A,navigatela/reports/wastewater_pipes.cfm?PK=4921014949210178A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,La Cienega Interceptor Sewer,,,Concrete Brick Pipe,Gravity,As Built
912,True,244225,,4920806249208061A,Major Outfall or Interceptor,1,49208062,49208061,A, ,Central,H10,230.42,229.49,294.2,0.0032,36,0,B/C,Circular,No,MELROSE AVE,7200,,NO,F,F,F,6,93.61,3,99.43,1924,0,Gravity,No,F,L.C.I.S.,7,10,19537,,19537,7163-2,,No,CON,0,294.200012,T,F,F,F,,F, ,0,No,No,35.03526,HAS, , ,,2013-01-11T00:00:00.000Z,EGEORGES,,49208062,49208061,4920806249208061A,1,108.771344,OUTFALL PIPES BY SIZE \nPipe ID: 4920806249208061A,navigatela/reports/wastewater_pipes.cfm?PK=4920806249208061A,Major Outfall or Interceptor,Central,No,Gravity,,Hollywood Area Sewer,,,Concrete Brick Pipe,Gravity,As Built
913,True,248055,,4930315049303147A,Major Outfall or Interceptor,1,49303150,49303147,A, ,Central,H33,302.54,298.13,829.32,0.0053,33,0,VCP,Circular,No,NORMANDIE AVE,1000,,NO,F,F,F,281,2.12,272,72.8,1973,0,Gravity,No,F,W.H.I.S.,0,12,D-20882,,D-20882,4580-4,,No, ,0,829.299988,T,F,F,F,,F, ,,No,,35.75187,Wilshire - Hollywood Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,49303150,49303147,4930315049303147A,1,306.449837,OUTFALL PIPES BY SIZE \nPipe ID: 4930315049303147A,navigatela/reports/wastewater_pipes.cfm?PK=4930315049303147A,Major Outfall or Interceptor,Central,No,Gravity,,Wilshire - Hollywood Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
914,True,252339,,4930711549306098A,Major Outfall or Interceptor,1,49307115,49306098,A, ,Central,H22,258.89,251.18,774.76,0.01,33,0,VCP,Circular,No,CLINTON ST,5000,,NO,F,F,F,213,1.56,205,26.8,1973,8,Gravity,No,F,W.H.I.S.,0,12,D-20881,,D-20881,4642-3,,No, ,0,774.200012,T,F,F,F,,F, ,,No,,49.10897,Wilshire - Hollywood Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,49307115,49306098,4930711549306098A,1,284.826922,OUTFALL PIPES BY SIZE \nPipe ID: 4930711549306098A,navigatela/reports/wastewater_pipes.cfm?PK=4930711549306098A,Major Outfall or Interceptor,Central,No,Gravity,,Wilshire - Hollywood Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
915,True,255513,,4290708942907117A,Major Outfall or Interceptor,1,42907089,42907117,A, ,Valley,W01,679.19,678.04,319.98,0.0036,42,0,RCP,Circular,No,OXNARD ST,6200,P4,NO,N,N,N,59,42,56,22.02,1951,0,Gravity,Yes,F,V.O.R.S.,0,00,D-9844,,D-9844,177-145-3,Horizontal,No, ,0,320,Y,N,N,Y,1951,N, ,0,No,,56.05396,Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,42907089,42907117,4290708942907117A,1,118.191253,OUTFALL PIPES BY SIZE \nPipe ID: 4290708942907117A,navigatela/reports/wastewater_pipes.cfm?PK=4290708942907117A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
916,True,258079,,4300214943002140A,Major Outfall or Interceptor,1,43002149,43002140,A, ,Valley,W01,703.76,703.45,81.4,0.0043,63,0,RCP,Circular,Yes,VICTORY BLVD,18100,P5,NO,N,N,N,277,66.2,276,84.77,1966,0,Gravity,Yes,F,AVORS PLASTIC LINER,0,09,D-19674,,D-19674,891-B,Horizontal,Yes,VCP,39,82.099998,Y,N,N,N,1966,Y,1,0,No,,180.62007,Additional Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,43002149,43002140,4300214943002140A,1,26.537478,OUTFALL PIPES BY SIZE \nPipe ID: 4300214943002140A,navigatela/reports/wastewater_pipes.cfm?PK=4300214943002140A,Major Outfall or Interceptor,Valley,Yes,Gravity,Horizontal,Additional Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
917,True,294095,,4290500242905003A,Major Outfall or Interceptor,1,42905002,42905003,A, ,Valley,W01,691.03,690.32,825,0.0009,96,0,RCP,Circular,No,VICTORY BLVD R/W,16500,,NO,N,N,N,177,65,169,40,1967,0,Gravity,Yes,F,A.V.O.R.S./ UNIT II-A,0,09,D-20159,D-20160,D-20159,895-B,,No, ,0,825,Y,N,N,N,,N, ,0,No,,254.07865,Additional Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,42905002,42905003,4290500242905003A,1,304.350818,OUTFALL PIPES BY SIZE \nPipe ID: 4290500242905003A,navigatela/reports/wastewater_pipes.cfm?PK=4290500242905003A,Major Outfall or Interceptor,Valley,No,Gravity,,Additional Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
918,True,298309,,4291100942911021A,Major Outfall or Interceptor,1,42911009,42911021,A, ,Valley,W01,675.35,673.74,453.6,0.0036,42,0,VCP,Circular,No,OXNARD ST,5700,,NO,N,N,N,20,89.61,16,36.01,1960,0,Gravity,Yes,F,V.O.R.S.,0,02,D-17004,,D-17004,913-AB-1,Horizontal,Yes,VCP,42,346.799988,Y,N,Y,N,,N, ,0,No,,56.05396,Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,42911009,42911021,4291100942911021A,1,167.635463,OUTFALL PIPES BY SIZE \nPipe ID: 4291100942911021A,navigatela/reports/wastewater_pipes.cfm?PK=4291100942911021A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,Valley Outfall Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
919,True,297171,,3571618638904105A,Major Outfall or Interceptor,1,35716186,38904105,A, ,Valley,E34,906.96,901.39,753.8,0.0074,36,0,VCP,Circular,No,WOODMAN AVE,10400,,NO,N,N,N,249,53.8,242,0,1989,0,Gravity,No,F,E.V.I.S./ UNIT II-D,0,11,D-23627,,D-23627,562-A,,No,UNK,0,-99,Y,N,N,N,,Y,1,,No,,53.27779,East Valley Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,35716186,38904105,3571618638904105A,1,278.68575,OUTFALL PIPES BY SIZE \nPipe ID: 3571618638904105A,navigatela/reports/wastewater_pipes.cfm?PK=3571618638904105A,Major Outfall or Interceptor,Valley,No,Gravity,,East Valley Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
920,True,160564,,5630930256309128A,Major Outfall or Interceptor,1,56309302,56309128,A, ,West LA,C10,30.97,30.95,10.7,0.0004,126,147,RCP,Semi Elliptical,Yes,VISTA DEL MAR,9200,P5,NO, ,N,N,66,92.4,66,81.7,1923,0,Gravity,No,F,CLEANED PER D-31235,0,10,18872,D-32417REHAB,18872,7196-6,,No, ,0,0,N,N,N,N,2003,N, ,,No,No,0,LNOS, , ,1999-07-07T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56309303,56309128,5630930356309128A,1,3.909175,OUTFALL PIPES BY SIZE \nPipe ID: 5630930256309128A,navigatela/reports/wastewater_pipes.cfm?PK=5630930256309128A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Lower North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
921,True,176475,,5350613253505020A,Major Outfall or Interceptor,1,53506132,53505020,A,,West LA,A02,56.91,54.51,1285.13,0.0018,96,0,RCP,Circular,No,BOWCROFT ST R/W,5800,,NO,,N,N,409,69,396,83.87,1996,0,Gravity,Yes,F,NO. OUTFALL REPL SEWER,0,10,D-29403,,D-29403,4998-2,Horizontal,No,,0,1296,Y,N,N,N,,N,,,No,,359.32148,North Outfall Relief Sewer,,,2007-06-22T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,53506132,53505020,5350613253505020A,1,471.528318,OUTFALL PIPES BY SIZE \nPipe ID: 5350613253505020A,navigatela/reports/wastewater_pipes.cfm?PK=5350613253505020A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,North Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
922,True,167950,,5600805456008056A,Major Outfall or Interceptor,1,56008054,56008056,A, ,West LA,U01,40.8,40.78,44,0.0004,126,147,RCP,Semi Elliptical,Yes,CENTINELA AVE R/W,6200,S,NO, ,N,N,308,70.2,308,26.2,1923,0,Gravity,Yes,F,CLEANED PER D-31235,0,11,19770,D-32417REHAB,19770,7916-1,,No,UNK,78,-99,Y,Y,Y,N,2003,N, ,,No,,446.60096,, , ,,2015-01-07T00:00:00.000Z,PLNGUYEN,,56008054,56008056,5600805456008056A,1,16.173763,OUTFALL PIPES BY SIZE \nPipe ID: 5600805456008056A,navigatela/reports/wastewater_pipes.cfm?PK=5600805456008056A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,,,,Reinforced Concrete Pipe,Gravity,As Built
923,True,152197,,6240300362403002A,Major Outfall or Interceptor,2,62403003,62403002,A, ,Harbor,Z12,-69,-69,42.7,0.0001,72,0,RCP,CR,No,FERRY ST, ,,NO, , , ,8,66.67,8,24,1994,0,Force Main, ,F,OUTFALL JUNCTION,0,05,D-30769, ,D-30769, , , , ,0,0, , , , ,, , ,0,No, ,0,SPAPS, , ,2003-07-29T13:48:33.000Z,2013-01-11T00:00:00.000Z,RZGARCIA, ,62403003,62403002,6240300362403002A,1,14.444659,OUTFALL PIPES BY SIZE \nPipe ID: 6240300362403002A,navigatela/reports/wastewater_pipes.cfm?PK=6240300362403002A,Major Outfall or Interceptor,Harbor,No,Force Main,,San Pedro Area Primary Sewer,,,Reinforced Concrete Pipe,Force Main,As Built
924,True,152923,,6201500462015005A,Major Outfall or Interceptor,2,62015004,62015005,A, ,Harbor,Z12,-17.4,-31.5,2105,0.0036,60,0,RCP,CR,No,FERRY ST, ,,NO, , , ,27,15.01,48,20,1983,0,Force Main, ,F,HARBOER EFFLUENT OUTFALL,0,03,D-26722, ,D-26722, , , , ,0,0, , , , ,, , ,0,No, ,0,SPAPS, , ,2003-07-23T09:23:30.000Z,2013-01-11T00:00:00.000Z,RZGARCIA, ,62015004,62015005,6201500462015005A,1,773.863473,OUTFALL PIPES BY SIZE \nPipe ID: 6201500462015005A,navigatela/reports/wastewater_pipes.cfm?PK=6201500462015005A,Major Outfall or Interceptor,Harbor,No,Force Main,,San Pedro Area Primary Sewer,,,Reinforced Concrete Pipe,Force Main,As Built
925,True,159576,,5631401756314018A,Major Outfall or Interceptor,1,56314017,56314018,A, ,West LA,C10,61.81,54.8,775.7,0.0055,60,0,RCP,Circular,No,IMPERIAL HWY,7000,,NO, ,N,N,15,95.74,8,20,1996,0,Gravity,No,F,CODS(CENTRAL OUTFALL DIVERSION SEWER),0,10,D-29405,,D-29405,NO WYE MAP,Horizontal,No, ,0,775.700012,Y,N,N,N,,N, ,0.021300,Yes,No,179.35286,Central Outfall Sewer, , ,1995-10-06T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56314043,56314018,5631404356314018A,1,284.744295,OUTFALL PIPES BY SIZE \nPipe ID: 5631401756314018A,navigatela/reports/wastewater_pipes.cfm?PK=5631401756314018A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,Central Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
926,True,167324,,5611106656111118A,Major Outfall or Interceptor,1,56111066,56111118,A, ,West LA,C01,-16.91,-16.96,63.7,0.0007,60,66,RCP,Circular,No,VIA DOLCE R/W,3800,,NO, ,N,N,0,79.19,0,15.49,1976,0,Gravity,No,F,CIS,0,00,D-24483,,D-24483,7191-6,Horizontal,Yes, ,66,197.899994,Y,N,Y,N,,Y,1,,No,,92.43748,Coastal Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,56111066,56111118,5611106656111118A,1,23.430221,OUTFALL PIPES BY SIZE \nPipe ID: 5611106656111118A,navigatela/reports/wastewater_pipes.cfm?PK=5611106656111118A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,Coastal Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
927,True,170749,,5580220555802176A,Major Outfall or Interceptor,1,55802205,55802176,A, ,Central,S04,114.27,113.92,445.7,0.0007,72,57,B/C,Semi Elliptical,No,VAN NESS AVE R/W,5800,,NO,F,F,F,430,71.61,426,25.95,1904,0,Gravity,Yes,F,"REVERSE STATIONING ; 57""X72"" OUTFALL SEWER",0,00,OM-2495,,"11808;12019",5199-1,Horizontal,No, ,0,445.700012,T,F,F,F,,T,1,,No,,107.94444,Central Outfall Sewer, , ,,2014-11-25T00:00:00.000Z,PLNGUYEN,,55802205,55802176,5580220555802176A,1,162.41238,OUTFALL PIPES BY SIZE \nPipe ID: 5580220555802176A,navigatela/reports/wastewater_pipes.cfm?PK=5580220555802176A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
928,True,174764,,5360920853609207A,Major Outfall or Interceptor,1,53609208,53609207,A, ,Central,S02,103.35,103.32,39.3,0.0007,66,0,RCP,CR,Yes,STOCKER ST,3400,P5,NO,F,F,F,13,18,12,78,1923,0,Gravity,No,F,"66""LINER IN 75""PIPE NOS",0,00,17938,D-31214,17938,7151-3,N,No, ,0,900,T,T,F,F,2003,T,1,0,No, ,116.01194,Area of Many Swr Jcts and Interconn., , ,,2013-01-11T00:00:00.000Z,RICARDO, ,53609208,53609207,5360920853609207A,1,14.464303,OUTFALL PIPES BY SIZE \nPipe ID: 5360920853609207A,navigatela/reports/wastewater_pipes.cfm?PK=5360920853609207A,Major Outfall or Interceptor,Central,Yes,Gravity,,Area of Many Sewer Junctions and Interconnection,,,Reinforced Concrete Pipe,Gravity,As Built
929,True,171962,,5331407253314075A,Major Outfall or Interceptor,1,53314072,53314075,A, ,West LA,C07,8,6.15,1052,0.0018,30,0,VCP,CR,No,MAIN ST, ,,NO, ,N,N,24,57.25,14,5.25,1926,0,Gravity, ,N,C.I.S.SANTA MONICA SEWER,0,00,2575, ,2575,NO WYEMAP,N,No, ,0,0,N,N,N,N,,N, ,0,No,No,16.15908,Coastal Interceptor Sewer, ,Adjoining Cities,,2013-01-11T00:00:00.000Z, , ,53314072,53314075,5331407253314075A,1,387.923085,OUTFALL PIPES BY SIZE \nPipe ID: 5331407253314075A,navigatela/reports/wastewater_pipes.cfm?PK=5331407253314075A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,Coastal Interceptor Sewer,,Adjoining Cities,Vitrified Clay Pipe,Gravity,Non-City
930,True,172006,,5331407453314076A,Major Outfall or Interceptor,1,53314074,53314076,A, ,West LA,C07,14.23,11.49,730,0.0038,36,0,VCP,CR,No,MAIN ST, ,,NO, ,N,N,22,30,15,0,1957,0,Gravity, ,N,C.I.S.SANTA MONICA SEWER,0,00,2575, ,2575,NO WYEMAP,N,No, ,0,0,N,N,N,N,,N, ,0,No, ,38.17879,Coastal Interceptor Sewer, ,Adjoining Cities,,2013-01-11T00:00:00.000Z, , ,53314074,53314076,5331407453314076A,1,268.851598,OUTFALL PIPES BY SIZE \nPipe ID: 5331407453314076A,navigatela/reports/wastewater_pipes.cfm?PK=5331407453314076A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,Coastal Interceptor Sewer,,Adjoining Cities,Vitrified Clay Pipe,Gravity,Non-City
931,True,175112,,5361108653611160A,Major Outfall or Interceptor,1,53611086,53611160,A, ,Central,S01,132.71,131.96,235,0.0032,72,0,CON,Semi Elliptical,No,41ST PL,4100,,NO,F,F,F,21,50,19,15,1925,0,Gravity, ,F,NORTH OUTFALL SEWER,0,00,29659, ,21833,4762-2,N,Yes,CON,72,246.899994,T,T,F,T,,F, ,0,No, ,284.02933,NCOSNOS, , ,,2013-01-11T00:00:00.000Z, , ,53611086,53611160,5361108653611160A,1,86.240801,OUTFALL PIPES BY SIZE \nPipe ID: 5361108653611160A,navigatela/reports/wastewater_pipes.cfm?PK=5361108653611160A,Major Outfall or Interceptor,Central,No,Gravity,,North Central Outfall Sewer / North Outfall Sewer,,,Concrete or Cement,Gravity,As Built
932,True,175279,,5361220253612088A,Major Outfall or Interceptor,1,53612202,53612088,A, ,Central,S13,143.02,142.92,30,0.0032,72,0,CON,Semi Elliptical,No,WALTON AVE,1100,,NO,F,F,F,51,80.01,51,50.01,1925,0,Gravity, ,F,NORTH OUTFALL SEWER,0,00,29659, ,21833-5,4731-6,N,No, ,0,20,T,F,F,T,,F, ,0,No, ,284.02933,NCOSNOS, , ,,2013-01-11T00:00:00.000Z, , ,53612202,53612085,5361220253612085A,1,14.856703,OUTFALL PIPES BY SIZE \nPipe ID: 5361220253612088A,navigatela/reports/wastewater_pipes.cfm?PK=5361220253612088A,Major Outfall or Interceptor,Central,No,Gravity,,North Central Outfall Sewer / North Outfall Sewer,,,Concrete or Cement,Gravity,As Built
933,True,176466,,5340804553408081A,Major Outfall or Interceptor,1,53408045,53408081,A, ,Out LA,U01,56.8,56.58,552.42,0.0004,60,70,CON,Semi Elliptical,Yes,OVERLAND AVE, ,T,NO, , , ,29,89.42,24,37,1925,0,Gravity,No,F,LINED PER D-31063 (2000),0,09,29850,D-31063,22440,NOWYEMAP,Horizontal,No, ,0,0, , , , ,2000, , ,,No,,0,West Los Angeles Interceptor Sewer, , ,2008-08-26T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,53408045,53408081,5340804553408081A,1,202.902647,OUTFALL PIPES BY SIZE \nPipe ID: 5340804553408081A,navigatela/reports/wastewater_pipes.cfm?PK=5340804553408081A,Major Outfall or Interceptor,Outside City Limits,Yes,Gravity,Horizontal,West Los Angeles Interceptor Sewer,,,Concrete or Cement,Gravity,As Built
934,True,176802,,5350805453508003A,Major Outfall or Interceptor,1,53508054,53508003,A, ,Central,S02,94.9,94.9,11,0.003,48,0,GFR,CR,Yes,MARTIN L KING JR BLVD,3900,P5,NO,F,F,F,40,9.5,39,98.5,1924,0,Gravity, ,F,"LINED 1995,S BRANCH NOS",0,00,"17938/57""RCP",D-30661,17938,7938-1,N,No,VCP,0,40,T,F,F,T,1995,F, ,0,No, ,115.527,Area of Many Swr Jcts and Interconn., , ,2001-03-07T08:23:59.000Z,2013-01-11T00:00:00.000Z,RICARDO, ,53508053,53508055,5350805353508055A,1,4.048118,OUTFALL PIPES BY SIZE \nPipe ID: 5350805453508003A,navigatela/reports/wastewater_pipes.cfm?PK=5350805453508003A,Major Outfall or Interceptor,Central,Yes,Gravity,,Area of Many Sewer Junctions and Interconnection,,,,Gravity,As Built
935,True,176220,,5340633753406210A,Major Outfall or Interceptor,1,53406337,53406210,A, ,West LA,U05,90.88,90.75,21.39,0.008,33,0,RCP,Circular,No,PALMS BLVD,11800,,NO, ,N,N,0,21.39,0,0,1962,0,Gravity,No,F,,0,05,Z-1211/48,,Z-1211/48,7224-3,Horizontal,Yes,UNK,0,1303.699951,Y,Y,Y,N,,Y,1,,No,No,41.67034,West Los Angeles Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,53406337,53406213,5340633753406213A,1,7.609987,OUTFALL PIPES BY SIZE \nPipe ID: 5340633753406210A,navigatela/reports/wastewater_pipes.cfm?PK=5340633753406210A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,West Los Angeles Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
936,True,177207,,5360624153606231A,Major Outfall or Interceptor,1,53606241,53606231,A, ,Central,S03,117.26,117.04,320.02,0.0008,60,0,CON,Semi Elliptical,Yes,39TH ST,2000,P5,NO,F,F,F,19,72.91,16,52.89,1926,2,Gravity,No,F,NORTH/ N.O.S.LINED PER D-33720(11/2014),0,01,29752,D-33720,22131,7270-1,,Yes,CON,0,-99,T,T,T,F,2014,T,1,,No,,87.33397,Area of Many Swr Jcts and Interconn., , ,,2014-12-31T00:00:00.000Z,PLNGUYEN,,53606241,53606231,5360624153606231A,1,117.599465,OUTFALL PIPES BY SIZE \nPipe ID: 5360624153606231A,navigatela/reports/wastewater_pipes.cfm?PK=5360624153606231A,Major Outfall or Interceptor,Central,Yes,Gravity,,Area of Many Sewer Junctions and Interconnection,,,Concrete or Cement,Gravity,As Built
937,True,182565,,6240102062013123A,Major Outfall or Interceptor,1,62401020,62013123,A, ,Harbor,T04,30.3,29.56,400.65,0.0018,33,0,VCP,Circular,No,PALOS VERDES ST,1300,,NO, , , ,23,15.65,19,15,1976,0,Gravity,No,F,SAN PEDRO INTERCEPTOR SEWER,0,04,D-23775,,D-23775,012-20- NW,,No, ,0,0, , , , ,, , ,0,No,,20.83517,SPAPS, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,62401020,62013123,6240102062013123A,1,147.445148,OUTFALL PIPES BY SIZE \nPipe ID: 6240102062013123A,navigatela/reports/wastewater_pipes.cfm?PK=6240102062013123A,Major Outfall or Interceptor,Harbor,No,Gravity,,San Pedro Area Primary Sewer,,,Vitrified Clay Pipe,Gravity,As Built
938,True,183352,,5351300855901004A,Major Outfall or Interceptor,1,53513008,55901004,A, ,West LA,U01,42.9,42.4,1307,0.0004,150,0,RCP,Circular,No,LUGO WY R/W,10600,P5,NO, ,N,N,318,4,304,97,1996,0,Gravity,Yes,F,"NORS ;PLASTIC LINER",0,10,D-29403,,D-29403,NO WYE MAP,,No, ,0,1264,Y,N,N,N,,N, ,,No,,556.83987,North Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,53513008,55901004,5351300855901004A,1,482.217343,OUTFALL PIPES BY SIZE \nPipe ID: 5351300855901004A,navigatela/reports/wastewater_pipes.cfm?PK=5351300855901004A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,North Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
939,True,197181,,4461423144614230A,Major Outfall or Interceptor,1,44614231,44614230,A, ,Central,P19,511.53,509.17,398.17,0.006,27,0,RCP,Circular,No,EAGLE ROCK BLVD, ,,NO, , , ,43,48.17,39,50,2011,0,Gravity,No,F,EAGLE ROCK INTERCEPTOR,0,01,D-32349,,D-32349,5072-4,,No, ,0,0, , , , ,, , ,,No,,0,HPES, , ,2003-08-06T13:37:12.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,44614231,44614230,4461423144614230A,1,147.701595,OUTFALL PIPES BY SIZE \nPipe ID: 4461423144614230A,navigatela/reports/wastewater_pipes.cfm?PK=4461423144614230A,Major Outfall or Interceptor,Central,No,Gravity,,Highland Park / Eagle Rock Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
940,True,204391,,4420621644206223A,Major Outfall or Interceptor,1,44206216,44206223,A, ,Valley,E15,611.42,609.99,515.18,0.0021,51,0,RCP,Semi Elliptical,No,FULTON AVE,13300,,NO,N,N,N,89,67,84,51.82,1931,21,Gravity,No,F,N.O.S./ADDED MH & MH #223,0,00,D-2423,,D-2423,1024-C,Horizontal,No, ,0,8450.799805,Y,Y,N,N,,N, ,,No,,91.73428,North Outfall Sewer, , ,,2015-03-31T00:00:00.000Z,PLNGUYEN,,44206216,44206223,4420621644206223A,1,178.294872,OUTFALL PIPES BY SIZE \nPipe ID: 4420621644206223A,navigatela/reports/wastewater_pipes.cfm?PK=4420621644206223A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
941,True,207799,,4420219944202200A,Major Outfall or Interceptor,1,44202199,44202200,A, ,Valley,E15,615.22,614.64,642,0.0009,60,0,RCP,Circular,No,RIVERSIDE DR,13400,,NO,N,N,N,49,73,43,31,1981,0,Gravity,No,F,E.V.R.S./ UNIT C,0,08,D-26540,,D-26540,1024-B,,No, ,0,690,Y,N,N,N,,N, ,,No,,72.55181,East Valley Relief Sewer, , ,,2014-08-12T00:00:00.000Z,PLNGUYEN,,44202199,44202200,4420219944202200A,1,236.553712,OUTFALL PIPES BY SIZE \nPipe ID: 4420219944202200A,navigatela/reports/wastewater_pipes.cfm?PK=4420219944202200A,Major Outfall or Interceptor,Valley,No,Gravity,,East Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
942,True,204660,,4420824744208244A,Major Outfall or Interceptor,1,44208247,44208244,A, ,Valley,E15,584.47,584.22,149.5,0.0017,48,0,RCP,Semi Elliptical,No,WOODBRIDGE ST,12000,T,NO,N,N,N,123,6.18,121,56.68,1928,4,Gravity, ,F,N.O.S./ADDED MH & MH #244,0,00,D-1696, ,D-1696,165-165-4,N,Yes,CON,0,0,Y,Y,N,N,,N, ,0,No, ,70.21598,North Outfall Sewer, , ,,2013-01-11T00:00:00.000Z, , ,44208247,44208244,4420824744208244A,1,54.682611,OUTFALL PIPES BY SIZE \nPipe ID: 4420824744208244A,navigatela/reports/wastewater_pipes.cfm?PK=4420824744208244A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
