OBJECTID,ENABLED,ASSETID,SERVICEID,PIPE_ID,CLASS,PIPE_SUBTYPE,UP_STRUCT,DN_STRUCT,PIPE_LABEL,REMARKS,ENG_DIST,BASIN,UP_INV,DN_INV,PIPE_LENG,SLOPE_PCT,PIPE_SIZE,PIPE_WIDTH,PIPE_MAT,PIPE_SHAPE,REHAB,STREET,BLOCK,LINER,C_SLOPE,C_UP_INV,C_DN_INV,C_PIPE_LEN,UP_STA_100,UP_STA_PLS,DN_STA_100,DN_STA_PLS,YEAR_INST,NO_LAT,GRV_FM,EASEMENT,PIPE_STATUS,COMMENTS,WYE_CON,MON_INST,PLAN1,PLAN2,PROF,WYEMAP,HR_VER,PCT_ENTRY,WYE_MAT,WYE_DIAM,WYE_LENG,WYE_UPDATE,EST_UPINV,EST_DNINV,EST_MATL,LINER_DATE,EST_YEAR,EST_YR_LEV,SLOPE2,V_CURVE,PCT_ENTRY2,CAPACITY,SYSTEM,TRTMNT_LOC,OWNER,CRTN_DT,LAST_UPDATE,USER_ID,VDATUM,UP_MH,DN_MH,SAN_PIPE_ID,LAYER,Shape_Length,TOOLTIP,NLA_URL,CLASS_DESC,ENG_DIST_DESC,REHAB_DESC,GRV_FM_DESC,HR_VER_DESC,SYSTEM_DESC,TRTMNT_LOC_DESC,OWNER_DESC,MATERIAL_DESCRIPTION,PIPE_SUBTYPE_DESC,PIPE_STATUS_DESC
943,True,204670,,4420825344208091A,Major Outfall or Interceptor,1,44208253,44208091,A, ,Valley,E15,586.25,584.92,138.5,0.0118,39,0,RCP,Semi Elliptical,No,WOODBRIDGE ST,12000,T,NO,N,N,N,1,38.5,0,0,1931,4,Gravity, ,F,NORTH OUTFALL SEWER,0,00,D-2421, ,D-2421,1060-B,N,Yes, ,0,0,N,N,N,N,,N, ,0,No,No,0,North Outfall Sewer, , ,1999-09-27T00:00:00.000Z,2013-01-11T00:00:00.000Z, , ,44208249,44208091,4420824944208091A,1,50.9667,OUTFALL PIPES BY SIZE \nPipe ID: 4420825344208091A,navigatela/reports/wastewater_pipes.cfm?PK=4420825344208091A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
944,True,204820,,4430506844305075A,Major Outfall or Interceptor,1,44305068,44305075,A, ,Valley,E01,588.27,587.3,395.03,0.0025,54,0,RCP,Circular,No,RADFORD AVE R/W,4400,,NO,N,N,N,65,40.55,61,45.52,1959,0,Gravity,Yes,F,"V.O.R.S./ SEC ""B""",0,12,D-14182,,D-14182,1061-B,Horizontal,No,UNK,54,395,Y,N,N,N,,N, ,0,No,,91.30131,Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,44305068,44305075,4430506844305075A,1,145.180653,OUTFALL PIPES BY SIZE \nPipe ID: 4430506844305075A,navigatela/reports/wastewater_pipes.cfm?PK=4430506844305075A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
945,True,204828,,4430512544305275A,Major Outfall or Interceptor,1,44305125,44305275,A, ,Valley,E01,581.5,579.09,180,0.0008,57,0,CON,Semi Elliptical,No,WOODBRIDGE ST EASE,4000,,NO,N,N,N,111,68.27,109,88.27,1928,0,Gravity,Yes,F,NORTH OUTFALL SEWER,0,00,D-1696,,D-1696,1061-B,Vertical,No,RCP,57,695,Y,N,N,N,,N, ,,Yes,No,76.16922,North Outfall Sewer, , ,,2015-03-31T00:00:00.000Z,PLNGUYEN,,44305125,44305271,4430512544305271A,1,66.158442,OUTFALL PIPES BY SIZE \nPipe ID: 4430512544305275A,navigatela/reports/wastewater_pipes.cfm?PK=4430512544305275A,Major Outfall or Interceptor,Valley,No,Gravity,Vertical,North Outfall Sewer,,,Concrete or Cement,Gravity,As Built
946,True,217073,,4670528146808055A,Major Outfall or Interceptor,1,46705281,46808055,A, ,Central,P18,384,380.2,384,0.008,36,0,VCP,Circular,No,VERDUGO RD, ,,NO, , , ,19,80.71,14,93.71,2001,0,Gravity,No,F, ,0,10,E-1376,,E-1376,4965-3,,No, ,0,0, , , , ,, , ,,No,,0,HPES, , ,2002-02-28T14:40:07.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,46705281,46808055,4670528146808055A,1,179.553396,OUTFALL PIPES BY SIZE \nPipe ID: 4670528146808055A,navigatela/reports/wastewater_pipes.cfm?PK=4670528146808055A,Major Outfall or Interceptor,Central,No,Gravity,,Highland Park / Eagle Rock Sewer,,,Vitrified Clay Pipe,Gravity,As Built
947,True,215218,,4680710546811006A,Major Outfall or Interceptor,1,46807105,46811006,A, ,Central,P21,357.21,354.7,379.83,0.0067,42,0,CON,Burns & McDonald,No,HOLLYDALE DR,3200,,NO,F,F,F,11,52,7,72.17,1929,9,Gravity,No,F,NORTH OUTFALL SEWER,8,00,DL-928,,P-4485,4896-5,,No,CON,43.299999,379.799988,T,F,F,F,,F, ,,No,,73.70402,NCOSNOS, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,46807105,46811006,4680710546811006A,1,140.063884,OUTFALL PIPES BY SIZE \nPipe ID: 4680710546811006A,navigatela/reports/wastewater_pipes.cfm?PK=4680710546811006A,Major Outfall or Interceptor,Central,No,Gravity,,North Central Outfall Sewer / North Outfall Sewer,,,Concrete or Cement,Gravity,As Built
948,True,215490,,4670319946707011A,Major Outfall or Interceptor,1,46703199,46707011,A, ,Central,P13,531.67,530.31,345.08,0.004,24,0,VCP,Circular,No,AVENUE 51, ,,NO, , , ,55,18.71,51,73.63,2011,0,Gravity,No,F,EAGLE ROCK INTERCEPTOR SEWER,0,01,D-32349,,D-32349,4920-6,Horizontal,No, ,0,0, , , , ,, , ,,No,,0,HPES, , ,2003-08-11T14:31:56.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,46703199,46707011,4670319946707011A,1,127.699894,OUTFALL PIPES BY SIZE \nPipe ID: 4670319946707011A,navigatela/reports/wastewater_pipes.cfm?PK=4670319946707011A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,Highland Park / Eagle Rock Sewer,,,Vitrified Clay Pipe,Gravity,As Built
949,True,214755,,4271111542711117A,Major Outfall or Interceptor,1,42711115,42711117,A, ,Valley,E11,600.03,599.52,147.47,0.0037,69,0,GFR,Circular,No,BURBANK BLVD, ,,NO, , , ,94,36.18,92,88.71,2002,0,Gravity,No,F,"NN HOLLYWD INTER SEWER U-2;HOBAS MAT.",0,01,D-31703,,D-31703,1362-B,Horizontal,No, ,0,0, , , , ,, , ,,No,,0,, , ,2002-11-14T07:27:29.000Z,2014-07-28T00:00:00.000Z,PLNGUYEN,,42711115,42711117,4271111542711117A,1,54.382823,OUTFALL PIPES BY SIZE \nPipe ID: 4271111542711117A,navigatela/reports/wastewater_pipes.cfm?PK=4271111542711117A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,,,,,Gravity,As Built
950,True,219982,,5181414451814217A,Major Outfall or Interceptor,1,51814144,51814217,A, ,West LA,A02,67.64,67.44,505.8,0.0006,63,0,CON,Semi Elliptical,No,FAIRFAX AVE,2000,,NO,F,F,F,55,65.77,50,60,1924,0,Gravity,No,F,L.C.I.S.,0,07,29376,D-10016-7A,20301,4981-4,Horizontal,No,VCP,8,189.100006,T,F,F,F,,T,1,,Yes,No,8,La Cienega Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,51814144,51814217,5181414451814217A,1,186.0556,OUTFALL PIPES BY SIZE \nPipe ID: 5181414451814217A,navigatela/reports/wastewater_pipes.cfm?PK=5181414451814217A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,La Cienega Interceptor Sewer,,,Concrete or Cement,Gravity,As Built
951,True,217667,,4271022442711124A,Major Outfall or Interceptor,1,42710224,42711124,A, ,Valley,E11,605.72,604.52,337.66,0.0036,69,0,GFR,Circular,No,BURBANK BLVD, ,,NO, , , ,110,0,106,62.34,2002,0,Gravity,No,F,N HOLLYW00D INT SEWER U-2,0,01,D-31703,,D-31703,1362-A,,No, ,0,0, , , , ,, , ,,No,,0,NHASS, , ,2002-11-15T07:08:24.000Z,2013-01-11T00:00:00.000Z,RZGARCIA,,42710224,42711124,4271022442711124A,1,122.8077,OUTFALL PIPES BY SIZE \nPipe ID: 4271022442711124A,navigatela/reports/wastewater_pipes.cfm?PK=4271022442711124A,Major Outfall or Interceptor,Valley,No,Gravity,,North Hollywood Area Sewer System,,,,Gravity,As Built
952,True,228847,,5180702751807064A,Major Outfall or Interceptor,1,51807027,51807064,A, ,Central,H01,123.48,120.8,677,0.004,78,0,RCP,Circular,No,GENESEE AVE,1200,,NO,F,F,F,135,52,128,75,1956,13,Gravity,No,F,L.C.S.F.V.R.S.,0,03,D-10016,,D-10016,129-177-1,,No, ,0,642,T,F,F,F,,F, ,,No,,307,La Cienega / San Fdo. Valley Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,51807027,51807064,5180702751807064A,1,249.832436,OUTFALL PIPES BY SIZE \nPipe ID: 5180702751807064A,navigatela/reports/wastewater_pipes.cfm?PK=5180702751807064A,Major Outfall or Interceptor,Central,No,Gravity,,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
953,True,233603,,5170218651702170A,Major Outfall or Interceptor,1,51702186,51702170,A, ,Central,H19,140.87,136.16,784.43,0.0061,51,0,RCP,Circular,No,OLYMPIC BLVD,4100,,NO,F,F,F,88,86.64,81,2.21,1973,0,Gravity,No,F,W.H.I.S.,0,12,D-20880,,D-20880,5094-5,Horizontal,No, ,0,787.400024,T,F,F,F,,F, ,,No,,122.45477,Wilshire - Hollywood Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,51702186,51702170,5170218651702170A,1,288.524845,OUTFALL PIPES BY SIZE \nPipe ID: 5170218651702170A,navigatela/reports/wastewater_pipes.cfm?PK=5170218651702170A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,Wilshire - Hollywood Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
954,True,242092,,4950905449509097A,Major Outfall or Interceptor,1,49509054,49509097,A, ,Central,P01,282.01,281.99,11,0.002,54,0,CON,Burns & McDonald,No,AVENUE 18,200,,NO,F,F,F,138,19.62,138,8.62,1926,0,Gravity, ,F,NORTH OUTFALL SEWER,0,04,DL-926, ,P-4483,5064-4,N,No,CP,55.299999,11,T,F,F,F,,F, ,0,No, ,77.46276,NCOSNOS, , ,,2013-01-11T00:00:00.000Z, , ,49509054,49509097,4950905449509097A,1,4.064614,OUTFALL PIPES BY SIZE \nPipe ID: 4950905449509097A,navigatela/reports/wastewater_pipes.cfm?PK=4950905449509097A,Major Outfall or Interceptor,Central,No,Gravity,,North Central Outfall Sewer / North Outfall Sewer,,,Concrete or Cement,Gravity,As Built
955,True,246318,,4950107849501091A,Major Outfall or Interceptor,1,49501078,49501091,A, ,Central,P17,328.62,327.76,331.56,0.0026,21,0,VCP,Circular,No,SAN FERNANDO RD,700,,NO,F,F,F,36,79.54,33,47.98,1972,0,Gravity,No,F, ,0,11,D-23347,,D-23347,5042-2,Horizontal,No, ,0,0,F,F,F,F,,F, ,,No,,7.50231,HPES, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,49501078,49501091,4950107849501091A,1,120.972796,OUTFALL PIPES BY SIZE \nPipe ID: 4950107849501091A,navigatela/reports/wastewater_pipes.cfm?PK=4950107849501091A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,Highland Park / Eagle Rock Sewer,,,Vitrified Clay Pipe,Gravity,As Built
956,True,244258,,4920806149208165A,Major Outfall or Interceptor,1,49208061,49208165,A, ,Central,H10,229.42,223.8,628.7,0.0089,27,0,CON,Semi Elliptical,No,ALTA VISTA BLVD,700,,NO,F,F,F,65,77,59,69,1924,0,Gravity,No,F,L.C.I.S.,21,10,20674,,20674,7163-3,Horizontal,No,UNK,0,-99,T,F,F,F,,T,1,,No,,34.6391,HAS, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,49208061,49208165,4920806149208165A,1,231.403529,OUTFALL PIPES BY SIZE \nPipe ID: 4920806149208165A,navigatela/reports/wastewater_pipes.cfm?PK=4920806149208165A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,Hollywood Area Sewer,,,Concrete or Cement,Gravity,As Built
957,True,248219,,4930407849304071A,Major Outfall or Interceptor,1,49304078,49304071,A, ,Central,H33,313.16,311.34,705.93,0.0019,27,0,VCP,Circular,No,SANTA MONICA BLVD,4700,,NO,F,F,F,307,47.11,300,41.18,1973,0,Gravity,No,F,W.H.I.S.,0,12,D-20882,,D-20882,4577-2,Vertical,No, ,0,565,T,F,F,F,,T,1,0.005400,No,No,12,Wilshire - Hollywood Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,49304078,49304071,4930407849304071A,1,259.479332,OUTFALL PIPES BY SIZE \nPipe ID: 4930407849304071A,navigatela/reports/wastewater_pipes.cfm?PK=4930407849304071A,Major Outfall or Interceptor,Central,No,Gravity,Vertical,Wilshire - Hollywood Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
958,True,253075,,5190619951910192A,Major Outfall or Interceptor,1,51906199,51910192,A, ,West LA,U19,170.26,168.88,235.27,0.006,27,0,VCP,Circular,No,TENNESSEE AVE,10000,,NO, ,N,N,106,78.27,104,43,1963,1,Gravity,No,F, ,2,12,D-17731,,D-17731,5482-5,Horizontal,Yes,CON,0,235.300003,Y,N,N,N,,N, ,,No,,22.27594,, , ,,2014-06-10T00:00:00.000Z,PLNGUYEN,,51906199,51910192,5190619951910192A,1,86.662901,OUTFALL PIPES BY SIZE \nPipe ID: 5190619951910192A,navigatela/reports/wastewater_pipes.cfm?PK=5190619951910192A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,,,,Vitrified Clay Pipe,Gravity,As Built
959,True,251676,,4931014949314125A,Major Outfall or Interceptor,1,49310149,49314125,A, ,Central,H22,204.16,198.04,688.27,0.0097,42,0,VCP,Circular,No,NORTON AVE,200,,NO,F,F,F,160,7.83,153,19.56,1973,0,Gravity,No,F,W.H.I.S.,0,12,D-20881,,D-20881,4661-6,Both,No, ,0,88.300003,T,F,F,F,,F, ,0.004900,Yes,No,92.01125,Wilshire - Hollywood Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,49310149,49314125,4931014949314125A,1,254.154304,OUTFALL PIPES BY SIZE \nPipe ID: 4931014949314125A,navigatela/reports/wastewater_pipes.cfm?PK=4931014949314125A,Major Outfall or Interceptor,Central,No,Gravity,Both,Wilshire - Hollywood Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
960,True,253769,,4920817449212130A,Major Outfall or Interceptor,1,49208174,49212130,A, ,Central,H05,200.9,196.06,862,0.0056,72,0,RCP,Circular,No,MARTEL AVE,400,,NO,F,F,F,254,53,245,91,1956,0,Gravity,No,F,L.C.S.F.V.R.S.,0,03,D-10016,,D-10016,7163-6,,No, ,0,864,T,F,F,F,,F, ,,No,,294.28693,La Cienega / San Fdo. Valley Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,49208174,49212130,4920817449212130A,1,318.344263,OUTFALL PIPES BY SIZE \nPipe ID: 4920817449212130A,navigatela/reports/wastewater_pipes.cfm?PK=4920817449212130A,Major Outfall or Interceptor,Central,No,Gravity,,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
961,True,258387,,4300410143004102A,Major Outfall or Interceptor,1,43004101,43004102,A, ,Valley,W01,695.72,694.83,868.83,0.001,90,0,RCP,Circular,No,VICTORY BLVD,17200,,NO,N,N,N,219,18.83,210,50,1967,0,Gravity,No,F,A.V.O.R.S./ UNIT II-B,0,09,D-20159,,D-20159,864-D,Horizontal,No, ,0,878,Y,N,N,N,,N, ,,No,,225.47773,Additional Valley Outfall Relief Sewer, , ,,2015-10-06T00:00:00.000Z,PLNGUYEN,,43004101,43004102,4300410143004102A,1,319.95016,OUTFALL PIPES BY SIZE \nPipe ID: 4300410143004102A,navigatela/reports/wastewater_pipes.cfm?PK=4300410143004102A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,Additional Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
962,True,258390,,4300410343004104A,Major Outfall or Interceptor,1,43004103,43004104,A, ,Valley,W01,693.96,693.16,800.65,0.001,90,0,RCP,Circular,No,VICTORY BLVD,17200,,NO,N,N,N,202,0,193,99.35,1967,0,Gravity,No,F,A.V.O.R.S./ UNIT II-B,0,09,D-20159,,D-20159,894-B,,No, ,0,790.200012,Y,N,N,N,,N, ,0,No,,225.47773,Additional Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,43004103,43004104,4300410343004104A,1,294.709919,OUTFALL PIPES BY SIZE \nPipe ID: 4300410343004104A,navigatela/reports/wastewater_pipes.cfm?PK=4300410343004104A,Major Outfall or Interceptor,Valley,No,Gravity,,Additional Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
963,True,255448,,4290601742906018A,Major Outfall or Interceptor,1,42906017,42906018,A, ,Valley,W01,686.07,685.58,544.93,0.0009,96,0,RCP,Circular,No,VICTORY BLVD R/W,15800,,NO,N,N,N,120,25,114,80.07,1967,0,Gravity,Yes,F,A.V.O.R.S./ UNIT II-A,0,09,D-20159,D-20160,D-20159,896C,,No, ,0,822.200012,Y,N,N,N,,Y,1,,No,,254.07865,Additional Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,42906017,42906018,4290601742906018A,1,199.373631,OUTFALL PIPES BY SIZE \nPipe ID: 4290601742906018A,navigatela/reports/wastewater_pipes.cfm?PK=4290601742906018A,Major Outfall or Interceptor,Valley,No,Gravity,,Additional Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
964,True,255515,,4290711742907114A,Major Outfall or Interceptor,1,42907117,42907114,A, ,Valley,W01,678,677.14,232.87,0.0036,42,0,RCP,Circular,No,OXNARD ST R/W,15300,,NO,N,N,N,56,22.02,53,89.15,1953,0,Gravity,Yes,F,V.O.R.S.,0,04,D-9844,,D-9844,177-145-3,,No,VCP,0,233,Y,N,N,Y,,N, ,0,No,,56.05396,Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,42907117,42907114,4290711742907114A,1,86.05783,OUTFALL PIPES BY SIZE \nPipe ID: 4290711742907114A,navigatela/reports/wastewater_pipes.cfm?PK=4290711742907114A,Major Outfall or Interceptor,Valley,No,Gravity,,Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
965,True,255537,,4290711842907078A,Major Outfall or Interceptor,1,42907118,42907078,A, ,Valley,W01,687.05,686.87,175.9,0.001,24,0,VCP,CR,No,SEPULVEDA BLVD,6100,,NO,Y,N,N,39,65.44,37,89.53,1939,0,Gravity,No,F,NORTH OUTFALL SEWER,0,10,DL-1732, ,DL-1732,898-C,N,Yes, ,0,175.899994,Y,Y,N,N,,N, ,0,No, ,6.64284,North Outfall Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN, ,42907118,42907078,4290711842907078A,1,65.076914,OUTFALL PIPES BY SIZE \nPipe ID: 4290711842907078A,navigatela/reports/wastewater_pipes.cfm?PK=4290711842907078A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Vitrified Clay Pipe,Gravity,As Built
966,True,261820,,3971421039714211A,Major Outfall or Interceptor,1,39714210,39714211,A, ,Valley,W01,710.73,710.65,150.8,0.001,18,0,VCP,CR,No,VANOWEN ST,18100,,NO,N,N,N,29,69.85,28,19.01,1932,0,Gravity, ,F,NORTH OUTFALL SEWER,0,00,D-3315, ,D-3315,838-C,N,No,UNK,0,160,Y,N,N,N,,N, ,0,No, ,3.08449,North Outfall Sewer, , ,,2013-01-11T00:00:00.000Z,RICARDO, ,39714210,39714211,3971421039714211A,1,56.593303,OUTFALL PIPES BY SIZE \nPipe ID: 3971421039714211A,navigatela/reports/wastewater_pipes.cfm?PK=3971421039714211A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Vitrified Clay Pipe,Gravity,As Built
967,True,285125,,3571618535716186A,Major Outfall or Interceptor,1,35716185,35716186,A, ,Valley,E34,913.41,907,866.2,0.0074,36,0,VCP,Circular,No,WOODMAN AVE,10500,,NO,N,N,N,258,20,249,53.8,1989,0,Gravity,No,F,E.V.I.S./ UNIT II-D,0,11,D-23627,,D-23627,562-A,Horizontal,No,UNK,8,-99,Y,N,N,N,,Y,1,,No,,53.27779,East Valley Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,35716185,35716186,3571618535716186A,1,320.804377,OUTFALL PIPES BY SIZE \nPipe ID: 3571618535716186A,navigatela/reports/wastewater_pipes.cfm?PK=3571618535716186A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,East Valley Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
968,True,282242,,3890410538904106A,Major Outfall or Interceptor,1,38904105,38904106,A, ,Valley,E34,901.35,895.55,902,0.006,36,0,VCP,Circular,No,WOODMAN AVE,10200,,NO,N,N,N,242,0,232,98,1989,0,Gravity,No,F,E.V.I.S./ UNIT II-D,0,11,D-23627,,D-23627,573-A,Both,No, ,0,904.700012,Y,N,N,N,,Y,1,0.007400,Yes,No,53.27779,East Valley Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,38904105,38904106,3890410538904106A,1,333.640194,OUTFALL PIPES BY SIZE \nPipe ID: 3890410538904106A,navigatela/reports/wastewater_pipes.cfm?PK=3890410538904106A,Major Outfall or Interceptor,Valley,No,Gravity,Both,East Valley Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
969,True,294313,,4300409842901153A,Major Outfall or Interceptor,1,43004098,42901153,A, ,Valley,W01,697.47,696.73,738.89,0.001,48,0,RCP,Circular,No,VICTORY BLVD,16800,,NO,N,N,N,52,33.89,44,95,1953,0,Gravity,No,F,"V.O.R.S./ SEC ""B""",0,04,D-9914,,D-9914,863-D,,No,UNK,48,739,Y,N,N,N,,N, ,0,No,,42.17939,Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,43004098,42901153,4300409842901153A,1,271.974013,OUTFALL PIPES BY SIZE \nPipe ID: 4300409842901153A,navigatela/reports/wastewater_pipes.cfm?PK=4300409842901153A,Major Outfall or Interceptor,Valley,No,Gravity,,Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
970,True,294340,,4280106542904057A,Major Outfall or Interceptor,1,42801065,42904057,A, ,Valley,E27,703.09,699.81,900.25,0.0037,60,0,RCP,Circular,No,KITTRIDGE ST,14000,,NO,N,N,N,129,18.56,120,18.31,1989,0,Gravity,No,F,E.V.I.S./ UNIT I-C,0,04,D-24411,,D-24411,857-A,Horizontal,No, ,0,780,Y,N,N,N,,N, ,,No,,147.10514,East Valley Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,42801065,42904057,4280106542904057A,1,331.760818,OUTFALL PIPES BY SIZE \nPipe ID: 4280106542904057A,navigatela/reports/wastewater_pipes.cfm?PK=4280106542904057A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,East Valley Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
971,True,220053,,5181019951814172A,Major Outfall or Interceptor,1,51810199,51814172,A, ,West LA,A02,72.38,71.05,377.7,0.0066,39,0,B/C,Semi Elliptical,No,BURCHARD AVE,5900,,NO, ,N,N,74,43,70,65.3,1924,20,Gravity,No,F,L.C.I.S / TILE LINER,0,07,29376,D-32525,20301,4994-1,Horizontal,No,B/C,0,517.599976,Y,N,Y,N,,N, ,,No,,79.52661,La Cienega Interceptor Sewer, , ,2005-06-23T09:35:21.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,51810199,51814172,5181019951814172A,1,152.57709,OUTFALL PIPES BY SIZE \nPipe ID: 5181019951814172A,navigatela/reports/wastewater_pipes.cfm?PK=5181019951814172A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,La Cienega Interceptor Sewer,,,Concrete Brick Pipe,Gravity,As Built
972,True,219877,,5181400551814007A,Major Outfall or Interceptor,4,51814005,51814007,A, ,West LA,A02,62.57,68.3,52.6,-0.123,45,0,CON,Circular,No,BURCHARD AVE,5000,,NO, ,N,N,0,52.58,0,0,1936,0,Siphon,No,S,L.C.I.S. / SIPHON LINE,0,10,DL-1504,,DL-1504,4994-1,Horizontal,No,VCP,63,51,Y,N,Y,N,,N, ,,No,,0,La Cienega Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,51814005,51814007,5181400551814007A,1,19.343683,OUTFALL PIPES BY SIZE \nPipe ID: 5181400551814007A,navigatela/reports/wastewater_pipes.cfm?PK=5181400551814007A,Major Outfall or Interceptor,West Los Angeles,No,Siphon,Horizontal,La Cienega Interceptor Sewer,,,Concrete or Cement,Siphon,Siphon
973,True,157868,,5871504258715004A,Major Outfall or Interceptor,1,58715042,58715004,A, ,Harbor,Z06,26.03,25,643.03,0.0004,57,0,RCP,Circular,No,LA SALLE AVE, ,,NO, , , ,52,26.98,45,83.95,1955,0,Gravity,No,N,"JOINT OUTFALL ""D"" TRUNK SEWER",0,01,DL-2466,,DL-2466,063-193-SE,,No, ,0,0, , , , ,, , ,,No,,0,, ,CS,,2013-02-07T00:00:00.000Z,PLNGUYEN,,58715042,58715004,5871504258715004A,1,236.884629,OUTFALL PIPES BY SIZE \nPipe ID: 5871504258715004A,navigatela/reports/wastewater_pipes.cfm?PK=5871504258715004A,Major Outfall or Interceptor,Harbor,No,Gravity,,,,,Reinforced Concrete Pipe,Gravity,Non-City
974,True,162083,,5630811156308107A,Major Outfall or Interceptor,1,56308111,56308107,A, ,West LA,A08,87.64,87.62,15,0.0009,73,0,B/C,EL,Yes,S S EASEMENT N/O 96TH ST,6300,F3,NO, ,N,N,147,62,147,47,1932,0,Gravity,Yes,F,CENTRAL OUTFALL SEWER,0, ,D-3407,D-31635,11808,7920 1,N,Yes,UNK,72,11.1,Y,N,N,N,2001,N, ,0,No, ,122.39749,Central Outfall Sewer, , ,,2015-08-19T00:00:00.000Z,NWEIKEL, ,56308037,56308107,5630803756308107A,1,5.508334,OUTFALL PIPES BY SIZE \nPipe ID: 5630811156308107A,navigatela/reports/wastewater_pipes.cfm?PK=5630811156308107A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
975,True,162111,,5630811756308078A,Major Outfall or Interceptor,1,56308117,56308078,A, ,West LA,A08,87.31,87.26,57.3,0.0009,73,0,B/C,Semi Elliptical,Yes,96TH ST,6300,F3,NO, ,N,N,144,0,143,42.66,1937,0,Gravity,Yes,F,CENTRAL OUTFALL SEWER,0,00,D-3407,D-31635,11808,7920-1,,Yes,UNK,60,22.200001,Y,N,Y,N,2001,Y,1,0,No,,122.39749,Central Outfall Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,56308117,56308078,5630811756308078A,1,21.078381,OUTFALL PIPES BY SIZE \nPipe ID: 5630811756308078A,navigatela/reports/wastewater_pipes.cfm?PK=5630811756308078A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
